sg_1;sg_2;sg_3;sg_4;sg_5;f_1_r;f_1_i;f_2_r;f_2_i;f_3_r;f_3_i;f_4_r;f_4_i
0.0;0.0;0.1257;0.0;0.0;21416.49422594;-0.42081699;1090.46808593;-0.00033909;-664.04012757;-0.00014888;391.09000843;-0.00754006
0.2513;0.1257;0.0;0.0;0.0;-143.61609199;-3.18e-06;-460.30393989;-4.215e-05;-475.47863273;0.00011642;-129.99076133;-0.00061878
0.2513;0.2827;0.0;0.1571;0.0;-330.89176659;3.428e-05;-2818.48288674;0.00065864;60.31975121;6.901e-05;131.495622;-0.00106592
0.0;0.0;0.0;0.0;0.0;405.23674842;-0.00025165;1446.44504275;-0.00053185;-840.90382254;-0.00026812;519.16900865;-0.00031994
0.0;0.0;0.2199;0.0;0.0;-459.18138595;-7.624e-05;1919.9209795;-0.00114058;-717.87860563;-0.00016173;1194.44343211;-0.12282926
0.0314;0.0;0.0;0.0;0.0;405.23289878;-0.00025164;1446.43034775;-0.00053185;-840.89367438;-0.00026812;519.07912317;-0.00031976
0.1257;0.0;0.0;0.0;0.0;-472.39743402;-0.00014654;-3185.40482906;-0.00301904;-466.45167163;-4.926e-05;362.45976345;-0.0019067
0.2513;0.0;0.0;0.0;0.1571;-146.80564926;1.368e-05;-660.30329515;-0.0001153;-33.69329694;-0.00043702;202.78884358;0.00778921
0.0;0.1885;0.1885;0.0;0.2199;46.62932701;-1.435e-05;-2319.36174903;-0.00255891;272.30292862;0.00034691;-318.11087292;0.04134396
0.0;0.0;0.0;0.2199;0.0;358.24918523;-0.00036094;563.89754532;-0.00020265;-976.61725549;-0.00266283;-79.40005957;-0.00013859
0.0;0.0;0.0;0.0;0.0;405.23674842;-0.00025165;1446.44504275;-0.00053185;-840.90382254;-0.00026812;519.16900865;-0.00031994
0.0;0.0;0.0;0.0;0.0;405.23674842;-0.00025165;1446.44504275;-0.00053185;-840.90382254;-0.00026812;519.16900865;-0.00031994
0.0;0.0;0.0;0.0;0.2513;245.83633997;-0.00017939;4114.98825426;-0.00696155;-625.10377545;-0.00052931;-437.745172;-0.01731019
0.0;0.1571;0.0;0.0;0.1257;-299.65443567;2e-06;-500.36044805;-7.529e-05;-232.24781342;-5.523e-05;-272.35521546;-0.00485265
0.1885;0.0;0.0942;0.0;0.1571;-49.4333389;1.72e-06;-904.54496625;-0.00037442;-940.36930124;0.00155844;-317.47537758;-0.00334348
0.0;0.0;0.0628;0.2513;0.0;-368.40195507;8.042e-05;-383.15876363;-2.99e-05;-68.2479019;1.964e-05;411.70842141;0.00307833
0.1571;0.2513;0.0;0.0;0.1571;-78.22285543;1.178e-05;-189.27791053;-5.16e-06;-25.91210527;8.83e-06;-33921.34113968;-34.94338818
0.0;0.0;0.1885;0.0;0.0942;-245.21304204;1.17e-05;-826.84520902;-0.00020952;-231.7072628;-9.396e-05;160.45352399;-0.00058393
0.2199;0.0;0.0;0.0;0.0;-136.27684534;-7.89e-06;-2872.51816856;-0.00153583;-408.31189824;-0.00012079;-1532.96492869;0.03609195
0.0;0.1885;0.1885;0.0;0.0942;-600.0486927;-2.884e-05;-243.0537511;-2.905e-05;-125.35313245;-7.25e-06;620.54879454;-0.01112622
0.0;0.0;0.1257;0.1257;0.0;822.87318411;-0.00066013;1398.71283104;-0.00058524;-209.20610971;-0.00011663;69.55290995;-0.00036457
0.0;0.0628;0.0;0.0;0.0;-552.83312377;-0.00025679;2441.04030967;-0.00153765;-719.6470948;-0.00019269;480.68278078;0.00014209
0.0;0.0;0.1571;0.0;0.0;-532.15251637;-0.00012748;-190477.83977282;-9.83300737;269.90092269;-0.00101479;-1976.58201174;-0.02329104
0.1885;0.0;0.0;0.1571;0.0;-342.05755036;-0.00025866;-225.38924088;-1.885e-05;-625.72887425;1.23e-06;20.83469944;0.00015789
0.0628;0.0;0.0;0.0;0.0;-375.33682273;-8.974e-05;2429.25434363;-0.00153693;-792.65806483;-0.00025437;406.98772576;0.00125913
0.0;0.0;0.0;0.0;0.1257;982.13437074;-0.00090567;13837.85519728;-0.0418611;-401.24411032;-0.00053485;617.60011611;-0.0045649
0.1571;0.2199;0.0;0.0;0.0;78.19375145;-2.451e-05;-938.58927659;-0.00016156;-167.64407805;1.508e-05;26.23433884;-0.00023658
0.0;0.0;0.0314;0.0;0.2199;-867.45394651;-0.00113771;435.03638393;-8.639e-05;-213.75993037;4.803e-05;648.99931344;-0.00216263
0.0;0.0;0.0;0.0;0.0;405.23674842;-0.00025165;1446.44504275;-0.00053185;-840.90382254;-0.00026812;519.16900865;-0.00031994
0.0;0.2513;0.0;0.1571;0.0;-1361.34805673;-0.00117557;-1086.68221279;-0.00022799;-1265.87940667;0.00055367;741.74842914;0.00940063
0.2513;0.0;0.0942;0.0;0.0;-75.28480905;5.39e-06;-286.29402028;-1.477e-05;214.63506537;-0.00685946;75.66362822;-0.00632815
0.0;0.0942;0.0;0.0;0.0;108.8151985;-3.178e-05;1455.67814709;-0.0005149;-9146.92284078;-0.04991337;522.50056726;-0.04903422
0.0;0.0;0.0;0.0942;0.1571;1171.89922275;-0.00147744;-1507.71490314;-0.00040629;-408.89152011;-0.0002212;-8667.43706242;-0.5234207
0.0;0.0;0.0;0.0942;0.0;175.4948704;-8.106e-05;591.45859167;-0.00010486;-340.49623044;-5.48e-05;3440.008495;-0.06179358
0.0;0.0;0.2199;0.0;0.0;-327.98898783;-6.66e-06;2724.752773;-0.00226603;-523.31665772;-6.879e-05;-4955.11605247;-0.17447145
0.0;0.1571;0.0628;0.0;0.2199;-145.18021499;2.087e-05;-365.70846442;-3.022e-05;-322.52407355;0.00017974;-128.57258357;-0.00031937
0.0314;0.0;0.0;0.0;0.0;405.23289878;-0.00025164;1446.43034775;-0.00053185;-840.89367438;-0.00026812;519.07912317;-0.00031976
0.0942;0.1571;0.1257;0.0;0.0;-665.30715643;-4.617e-05;-384.54726196;-2.839e-05;-418.45032223;-1.505e-05;-1343.3090873;0.10744278
0.1257;0.0;0.1571;0.0;0.0;1156.56588112;0.00104463;-1292.99057575;-0.00044536;557.44909726;-0.00612495;571.21741816;-0.00261283
0.0;0.2199;0.0;0.0;0.1885;-511.46668209;7.743e-05;-225.83045488;-1.786e-05;-178.78682371;-1.289e-05;260.63664487;-0.00804801
0.0;0.0;0.0;0.0942;0.2513;43.22346685;-1.904e-05;124.1985536;-1.388e-05;-610.25577171;0.00067662;11.30190003;-0.00067415
0.1571;0.0;0.0;0.0;0.0628;-259.89957288;2.628e-05;-685.95453874;-0.00012511;-262.71696871;-7.88e-06;125.55861995;-0.00102516
0.0;0.0942;0.0;0.0314;0.2827;60.46216154;-1.711e-05;-1320.02561568;-0.00067402;-694.07790772;-0.00044114;-1585.57032709;0.04803019
0.0;0.0;0.2513;0.0;0.0;-631.5239527;-0.00015096;-508.48340687;-8.629e-05;-1075.22630294;0.04061264;-30.00956518;-0.00030944
